video_id,title,description,tags
9ef98cb20ba158e160b41c4085cc9314,"Такой расклад. Эфир 34 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас",В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет таролог Ксения Pro_Taro в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_151375,Религия и духовность: Астрология
d5331e23a7cb8bc7e80a9b52e176f6b0,На связующих | Владимир Сычев | Как Володя попал в сериал «Евгенич»? | Последний выпуск?!,"На связующих - это шоу, в котором Кирилл Фокин-Сазонов совместно со звездными гостями любыми способами пытаются найти номер и дозвониться известным артистам шоу-бизнеса.  Сегодня в гостях – ВЛАДИМИР СЫЧЁВ, а звонить мы будем СЕРГЕЯ ЖУКОВА!",Массовая культура: Юмор и сатира
44e44279e93a2be84066a82788abf9d3,МАКСИМ НАРОДНЫЙ Выпуск №28 ГОТОВИМ НАИВКУСНЕЙШУЮ СВИНИНУ,"Ведущий канала Максим предлагает своим подписчикам приготовить наивкуснейшую свинину с отварным рисом и томатной пастойй. Главный герой делает акцент на том, что это простое блюдо может скрасить любой ваше застолье.","Массовая культура, Еда и напитки: Кулинария"
a46fc7d69cdd1d869500f3f6244d827d,PykoJob | Выпуск 20 | Эко спальня,"В новом выпуске Алиса и Наташа берутся за дизайн легкой, светлой и довольно необычной спальни. Их главная задача, добавить детали, которые не будут утяжелять, максимально придерживаясь стиля «эко».",Дом и сад: Дизайн интерьера
d5404ba2e1a2add0074c4f1baf9eaf49,Aртмеханика. Концерт AOKA.,Концерт AOKA.,"Массовая культура, Карьера"
792aa0f782f9a89e402a4f994595d7c8,Сколько Стоит Бизнес? Выпуск 3. От кладовщика до создателя MMA-империи. Артур Арутюнян «Наше Дело»,"Артур Арутюнян – промоушен «Наше Дело» В этом выпуске вы узнаете, как Артур Арутюнян в кратчайшие сроки прошел путь от кладовщика до основателя главного поп-мма промоушена страны. На чем зарабатывает такой бизнес? Сколько сил и времени требуется для организации таких крупномасштабных съёмок? Почему бои стали настолько популярны в последние годы? И почему некоторым бойцам готовы платить миллионы рублей за один бой? Смотри и делись своим впечатлением в комментариях под видео! По вопросам рекламы пишите на email»","Личные финансы, Карьера"
ec11f06b252302961a74edc2e1285105,"Команда ""РК-Спорт"" в ГрандТуре-2022: Места силы","На месте слияния рек Волга, Свияга и Щука находится удивительный остров-град Свияжск, основанный в 1551 году. В свое время этот города использовался, как опорный пункт для взятия Казани, который несмотря на скромные размеры (всего 1200 на 600 м) сыграл важнейшую роль как военно-административный, православный и ремесленно-торговый центр региона. Сегодня Свияжск – невероятно красивое место с двумя монастырями, храмом, церквями, добрейшими жителями и интересным археологическим музеем. Аккаунт команды в Rutube - / ………… ГрандТур «Байкальская миля 2022. Места силы» - это грандиозное автопутешествие, состоявшееся с 20 февраля по 9 марта. В этом пробеге приняли участие 14 команд, стартовавших из Санкт-Петербурга, Москвы, Казани и Владивостока и финишировавших в селе Максимиха, месте проведения Фестиваля скорости «Байкальская миля». Каждая команда получила свой уникальный маршрут и по 6 заданий, разделенных на темы: «География», «Патриотика», «Экология», «Общество», «Моя «Байкальская миля» и «Самостоятельное задание», в рамках которого участники могли рассказать своим зрителям о том, что считают нужным и важным.  #baikalmile2022 #ГрандТурБайкальскаяМиля2022 #местасилы #энтузиастыскорости #гкфск #байкальскаямиля #baikalmile #водоходъ #rutube #мотовесна #finecustommechanics #fire_center #РГО #бурятиябольшечембайкал #МузейПобеды #ркспорт","Путешествия, События и достопримечательности: Исторические места и достопримечательности"
287d3a01f69be7c07ce3dd0f69ab32b1,"Злые языки | Выпуск 1, Сезон 4 | Виктория Райдос","Закулисье «Битвы Экстрасенсов». Почему Череватый боится Райдос? Конфликт с Керро, роман с Шепсем, тюремный срок и вся правда о романе Муцениеце и Чуйкова.",Массовая культура: Скандалы знаменитостей
249b5ddc91b98ec3cd6356773073aea0,Такой расклад. Что ждёт вас в любви? Перспективы от рун для знаков Зодиака,"Каждый знак Зодиака благодаря этому раскладу узнает, что ждёт вас в любви! Овен, Телец, Близнецы, Рак, Лев, Дева, Весы, Скорпион, Стрелец, Козерог, Водолей и Рыбы, приготовьтесь услышать, что расскажут о вашей личной жизни руны и Артём Ястребов. А если хотите задать свой вопрос и получить ответ от карт Таро или рун – включайте прямые эфиры «Такой расклад» каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
56de9bb8450659e6c9bebb25fe30d39f,МАКСИМ НАРОДНЫЙ Выпуск №3 «ГОТОВИМ СОЧНЕЙШИЕ ЛЮЛЯ-КЕБАБ»,Максим Народный предлагает подписчикам приготовить в домашних условиях очень вкусную и аппетитную люля-кебаб.,Еда и напитки: Кулинария
a80651be771f5567b9d72b5be6b057ca,Диктант со звездой | Выпуск 8 | Витя АК,"В восьмом выпуске шоу “Диктант со звездой”,  Витя АК останется один на один с учительницей русского языка, которая проверит его на грамотность, а также на реакцию к шуткам, которые написаны про него в диктанте. На протяжении всего выпуска Витя будет вставлять свои шутки, сомневаться в правильности написания, и по-итогу получит свою заслуженную оценку.",Массовая культура: Юмор и сатира
86a76fa0af1e08aa1911c91cca9a740f,Артмеханика. Самый плохой сценарий для фильма.,"Какой сценарий вы считаете самым плохим? Своим ответом поделился Александр Архипов, драматург, сценарист, главный редактор кинокомпании «СТВ» Про самый лучший сценарий говорим в полной версии выпуска «Сценарное искусство» ","Массовая культура, Карьера, Изобразительное искусство: Театр, Хобби и интересы: Создание контента: Создание сценариев"
da367df815c2fbdd3a2c734d4dde07dc,Тот самый мент I Выпуск 55 I Мент вернулся из отпуска,"Сериал ""Салют, Начальник"" уже тут. Переходи и смотри! 👉 /  Ничего себе! На канале вновь вышел новый выпуск про приключения Начальника и Оли! Обмен опытом - это важная вещь в службе, поэтому Максим Константинович расскажет как провёл время на юге России, ведь его отправляли именно туда. Если уже готов смотреть, то не жди, а включай видео!  По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
f13738d2d0cf6cfd573fcf07ee8a1e54,«МузЛофт - Подкаст» с Тутси - 1 апреля в 15:00!,"Подписывайся, чтобы не пропустить!",Музыка и аудио: Разное (Музыка и аудио)
49c3735a65a729ac595ef2d5e00cc473,Какова Меркурия? | Выпуск 8,Самый достоверный гороскоп на Новый год вы найдёте на этом канале и от этой невероятно красивой головы. Всех с наступающим❤,Религия и духовность: астрология
ba447f6dad5760704a07ffc022e83f92,IVECO грузовик на Байкальской миле 2020,"Фестиваль скорости ""Байкальская Миля 2020"" собрал множество уникальных проектов. Среди них - седельный тягач IVECO Stralis на экологически чистом топливе - сжиженном природном метане.  Тягач Iveco установил рекорд скорости в рамках фестиваля - 87.6 км/ч и зафиксировал результат в ""Книге Рекордов России"". Видео: Dva Stvola Production","Транспорт, Спорт: Автогонки, События и достопримечательности: Спортивные события"
0e0cc6672f469d6800b53017c1296f60,Три лошадиные силы | Дни скорости на льду Байкала | Выпуск №2 | Супер джипы и маршрут мечты,"В этом выпуске Саша, Макс и Авет испытают один из самых популярных транспортов на зимнем Байкале – снегоболотоходы, или иначе – трэколы. Они преодолеют 30 километров вдоль острова Ольхон, посетят главные достопримечательности Байкала и посоревнуются в мастерстве управления уникальными внедорожниками.",Спорт: Автогонки
e4cc6dc7ed630d93bfbfb54bb77c7551,Фея-Крёстная | №8 | Наташа,"В этом выпуске гостья проекта «Фея Крестная» - Наташа. Спустя огромное количество времени после смерти бабушки, дедушка Наташи, на 80ом году жизни, смог снова полюбить. Когда Наташа узнала, что дедушка собирается связать себя узами брака во второй раз, она поняла, что эта свадьба – пожалуй, одно из самых важных событий в ее жизни. Для любимого дедушки нет лучшего подарка, чем красавица-внучка, но о роскошных платьях, премиальных тканях Наташа может только мечтать. Свадьба дедушки уже завтра, и Наташа в замешательстве. Перед портными и Рабиа Халилли снова стоит непростая задача – сшить идеальное платье всего за одну ночь.",Стиль и красота: Женская мода
b1de3019dd275adf1f757eecd0609147,"Такой расклад. Эфир 21 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас","В этом выпуске шоу «Такой расклад» вы увидите таролога Ксению Pro_Taro в компании ведущей Янины Студилиной. Встречаемся в 20:00! Задавайте вопросы о том, что волнует вас на данный момент – в чате во время трансляции и по ссылкам: Telegram-бот   Официальная страница RUTUBE -23459697_147957  Включайте прямые эфиры с картами Таро и рунами каждый понедельник, вторник и четверг в 20:00! По вопросам рекламы пишите на email",Религия и духовность: астрология
132b427493688cb1ec1cdc7adfca61b5,"Лизер, Хинкал традиционный | Kitchen Stories | Выпуск 2","Знаете, как собрать дома большую компанию и никого не оставить голодным? А чем Хинкал отличается от Хинкали? Или может у вас есть свое мнение почему Drake - Мем? На все эти и другие, не менее интересные вопросы вы найдете ответы в новом выпуске шоу Kitchen Stories.","Еда и напитки: Кулинария, Массовая культура"
c8daffbc06f5a818ede3dc83eacdfc6f,"Такой расклад. Эфир 27 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас","В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет таролог Ксения Pro_Taro в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот   Официальная страница RUTUBE -23459697_149384  Смотрите прямые эфиры с картами Таро и рунами каждый понедельник, вторник и четверг в 20:00!",Религия и духовность: астрология
6a4af34a12c71eede5080d98b127bf3e,Чей волан быстрее: Юнусова или Ознобихина? Дубовенко и Алимова покажут увлекательный бадминтон,"В этом эпизоде Роману Юнусову и его звездному гостю и «реальному пацану» – актёру Игорю Ознобихину – предстоит вспомнить навыки детства и доказать себе и зрителям, что бадминтон – это не только игра на травке, но и серьёзное испытание, которое применяют даже российские космонавты в своей тренировке! Смогут ли наши ведущие отправить воланчик на площадку, а не к звездам?  Узнаем в выпуске шоу «Спортивный интерес»! По вопросам рекламы пишите на email","Массовая культура: Юмор и сатира, Спорт"
8eab6685388f520a44e7cb12f3835211,Тот самый мент I Выпуск 26 I Завел канал в интернете,"Максим Константинович решил завести свой канал в интернете и снимать все приключения, что с ними происходят. Сначала он показывает работу в кабинете, а дальше отправляется с Ольгой ПДН на вызов к заброшенному зданию. Вызов оказался ложный, но благо из министерства выделили компьютер, чтобы записывать все протоколы не на листе. Мент ищет розетку, чтобы подключить компьютер и отправляется в шашлычную, чтобы все запротоколировать.",Массовая культура: Юмор и сатира
0a148a3aa95e76ced2d993525badc986,"Злые языки | Выпуск 8, Сезон 4 | Владимир Селиванов","Реальный пацан Владимир Селиванов: успех в певческой карьере, роли в кино, роман с Муцениеце, смерть брата, разборки с полицией, развод и любовь всей жизни.",Массовая культура: Отношения знаменитостей
45a95d8a4912655a30c6e8dfc187def9,Артмеханика. Концерт группы Blizkey.,Концерт группы Blizkey.,"Массовая культура, Карьера, События и достопримечательности: Концерты и музыкальные мероприятия"
18beb4d67d419372e6c1d3eaf1654ebc,Люди у которых клюет | Выпуск 31 | Отправились на заводь Сурского водохранилища половить хищника,"Команда проекта отправилась на заводь Сурского водохранилища. В поисках хищной рыбы ребята предпочли использовать микроджиг.  Рыбалка была не простой, ведь водоем наполнен корягами, ветками, водорослями, что максимально усложняло задачу успешного заброса и хорошей проводки. Повар ждал ребят в лагере, готовя обед. Парни в это время ходили по берегу водоема в поисках заветного хищника.",Спорт: Рыбалка
e1b476bbbbd81d03bbbce7466a961c6f,"Все не так I Выпуск 7 I Почему викинги с рогами, а индейцы – краснокожие?","Видели в кино и книгах викингов в рогатых шлемах? А краснокожих индейцев? Придется развидеть! Потому что кое-что из их биографии окажется не так, как вы представляли.  Не говоря уж о нашем эксперименте в конце выпуска: покажем, как что-то может быть одновременно жидким и твердым. Скорее включайте выпуск “Всё не так”.  По вопросам рекламы пишите на email","Наука, Образование"
fd01e64be8aa3bb381d20aef7f98263f,Артмеханика. Гид — свободный художник.,"Актер и гид Илья Тиунов играет в театре произведения Достоевского и водит экскурсии по местам, где жили герои писателя. Больше о современных гидах говорим в полной версии выпуска ","Карьера, Массовая культура"
ab4fd6b1799326c93fd2b490f5eb25f8,ВЫПУСК №7 НЕУДОБНЫЙ СТЕНДАП,"Маргарита Якобсон выступит в самом романтическом месте города - в башне Москва-Сити. Роман Третьяков расскажет свои шутки в Аквапарке. А Дима Орлов попытает счастье в боулинге. Кто заберёт бабло, а кто станет волшебником-купидоном, смотрите прямо сейчас!",Массовая культура: Юмор и сатира
3fb2a25286fa29be587f8812d09c6491,На связующих | Женя Искандарова,Ты смотришь «На Связующих». Сегодня у меня в гостях - Женя Искандарова. А звонить мы будем неповторимой - Анне Хилькевич.,Массовая культура: Юмор и сатира
96972dd05f23de3dedb29f1b80127b05,Артмеханика. Концерт группы VLNY.,Романтичная атмосфера дрим-попа от группы VLNY.,"Массовая культура, Карьера, События и достопримечательности: Концерты и музыкальные мероприятия"
9012707c45233bd601dead57bc9e2eca,"СarJitsu. 3 сезон, 6 серия. Нарек Симонян vs Жека Секси","CarJitsu — бои в формате POP MMA, где вместо ринга бойцы сражаются в салоне автомобиля. В этом выпуске самые опасные и беспощадные! Симонян Нарек «Пухляш» и Жека «Секси» Ушаков Узнайте, осталось ли что-то от машины, в которой они встретились! По вопросам рекламы пишите на email","События и достопримечательности:  Спортивные события, Массовая культура: Юмор и сатира"
08d8224d59b55298abaf56b35a2753e3,Шеф I Выпуск 1 I Картофельные шарики с сыром,"В этом выпуске Шеф, Павел Коклюшкин приготовит быструю, вкусную и очень выгодную закуску – картофельные шарики с сырной начинкой под сливочно- грибным соусом",Еда и напитки: Кулинария
b4dbecbd42b1b7b3b95e52fdd0615117,Смехмашина | Выпуск 19,"Это новый выпуск «Смехмашина»! Сегодня за право стать обладателем двух Хабаровсков, а именно 10 тыс. рублей поборются Сундук и Егор. Ребята узнают, как проходят рабочие дни у водителя маршрутного такси, а так же парни расскажут ему свои анекдоты! Кто станет победителем, ты узнаешь прямо сейчас, ах да, приятного аппетита!",Массовая культура: Юмор и сатира
0f88b5afbb77a356de0b7567713149b3,"Такой расклад. Эфир 37 | Таро | Ответы на ваши вопросы о том, что волнует здесь и сейчас",В этом выпуске «Такой расклад» отвечать на вопросы зрителей будет таролог Ксения Pro_Taro в компании ведущего Сергея Терре. Включайте прямой эфир в 20:00! Вопросы на любые темы можно задавать в чате во время трансляции и по ссылкам: Telegram-бот  Официальная страница RUTUBE -23459697_151948,Религия и духовность:Астрология
4d15322123c8bc87694b4a6d192e2eb0,"Салют, Начальник | 16 серия","Подписывайся на актёров сериала в Telegram.   - Начальник  - Сундук   Назаров вызывает Синенко разобраться, как в старые добрые «раз на раз», Синенко соглашается, но от этого стоит ждать подвох. По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
d8b7763d8fe9de0ad08f613ca9f0801d,ЭКСКЛЮЗИВНЫЙ РЕПОРТАЖ БОГАДОВКИ | Серго. Карена Макарена. Вагабов. Пираев. Клубника | НАШЕ ДЕЛО 83,"Репортаж со стадионного турнира «Наше Дело 83» от Александры Богадовки. Мариф Пираев, Вагаб Вагабов, Карена Макарена и другие гости первого в истории организации турнира в Красной поляне не смогли избежать диалога с Сашей. На кого похож Дамил после боя и что делает Мариф Пираев в Сочи вы сможете узнать прямо сейчас!  Полные карды боев с турнира вы также сможете посмотреть на нашем официальном Rutube канале «Наше Дело».  Предварительный кард: -delo-83-predvaritelniy-kard/  Главный кард: -delo-83/  Подпишись и смотри выпуски первым!","Массовая культура, Спорт"
