video_id,title,description,tags
ca9201099e1f971acf8e809a540674a2,Команда 3/21 в ГрандТуре «Байкальская миля 2021»: Ульяновск,История памятника букве Ё,"Путешествия, События и достопримечательности: Исторические места и достопримечательности"
99adeb172e2737e9eb0b047c4e162fbf,"Команда ""BECAUSEIAMYELLOW"" в ГрандТуре-2022: Моя Байкальская Миля","""Меня зовут Жёлтый. И я был создан для приключений"". Почему бы не рассказать историю участия в Фестивале скорости ""Байкальская миля 2022"" от лица автомобиля? Жёлтый проехал 12 городов за 17 дней и 6800 км российских дорого. И вот финальная точка этого путешествия - село Максимиха Республики Бурятия, где с 9 по 13 марта 2022 года прошёл IV Международный фестиваль скорости ""Байкальская миля 2022"". За свои приключения Жёлтый побывал и на привычном асфальте, и в песках, и в лужах с грязью, являясь в привычной жизни большим тихоходом с большим 6-литровым сердцем, главная задача которого проехать как можно дальше с как можно меньшими техническими сложностями. ""Байкальская миля"" стала для Hummer H2 совершенно новым испытанием. Аккаунт команды в Rutube - / ………… ГрандТур «Байкальская миля 2022. Места силы» - это грандиозное автопутешествие, состоявшееся с 20 февраля по 9 марта. В этом пробеге приняли участие 14 команд, стартовавших из Санкт-Петербурга, Москвы, Казани и Владивостока и финишировавших в селе Максимиха, месте проведения Фестиваля скорости «Байкальская миля». Каждая команда получила свой уникальный маршрут и по 6 заданий, разделенных на темы: «География», «Патриотика», «Экология», «Общество», «Моя «Байкальская миля» и «Самостоятельное задание», в рамках которого участники могли рассказать своим зрителям о том, что считают нужным и важным. #baikalmile2022 #ГрандТурБайкальскаяМиля2022 #местасилы #энтузиастыскорости #гкфск #байкальскаямиля #baikalmile #водоходъ #rutube #мотовесна #finecustommechanics #fire_center #РГО #бурятиябольшечембайкал #МузейПобеды #ркспорт","Транспорт, Спорт: Автогонки, События и достопримечательности: Спортивные события"
725d94e564c54bbc2dae68fc8397be4c,Один выходной | Выпуск 4 | Где можно прокатиться на коньках в Москве?,"Хотите узнать где есть бесплатные катки? Где взять коньки? А так же где самый красивые катки города? Сегодня ведущая и блогер Ташэ проскользит с вами по каткам Москвы, а заодно расскажет, где можно покататься бесплатно и за небольшие деньги.  В Новогодние каникулы Ташэ отправляется кататься на коньках. Она будет проверять инфраструктуру, лёд, часы работы, наличие очередей и хорошего настроения у людей. В этом выпуске вы сможете узнать какой бесплатный каток ближе всего к вашему дому. А так же какой платный каток в Москве самый красивый и Новогодний.","Путешествия, События и достопримечательности: Активный отдых"
205a62c1c81b8503d8335c9777203361,Артмеханика. Интервью с Дмитрием Воденниковым.,Должна ли поэзия быть модной? Можно ли считать рэп поэзией?,Хобби и интересы
78bf45a6d880bd941193f8ca5a2d5386,Оказание Первой Помощи. ЭПИЛЕПСИЯ,"Сегодня вы узнаете, как оказывать первую помощь при приступе эпилепсии. По вопросам рекламы пишите на email",Образование: Онлайн-образование
f1ca5b6d7f51f6761160560f1abf9f24,Один выходной | Выпуск 23 | Экскурсии,"Сегодня Ташэ станет вашим экскурсоводом по Москве в прямом смысле этого слова, она расскажет, где можно заказать лучшую экскурсию, какие места считаются самыми красивыми. Вы увидите в этой программе Вернисаж и покатаетесь на двухэтажном автобусе.","Путешествия, События и достопримечательности: Исторические места и достопримечательности"
e5558bef6fcbe71faa4deb3f195efba8,Какова Меркурия? | Выпуск 14,"Женя вместе с комиками и астрологом выясняют знак Зодиака приглашенного гостя, кто победит и заберёт денежный приз - смотрите в сегодняшнем выпуске.",Религия и духовность: астрология
2a3881f30716e778b7808502f1c27498,PykoJob | Выпуск 2 | Скандинавский стиль в маленькой комнате,Как с бюджетом в 25 тысяч рублей обустроить скандинавский стиль в  маленькой комнате? Ведущая Алиса и дизайнер Наталья переделывают интерьер заставленной и перегруженной спальни. Оцените получившийся интерьер в новом выпуске Рукоджоб!,Дом и сад: Дизайн интерьера
d0ed54ee8ebd57841254e87d26f840ac,Тру ДЕТЕКТОР I #9,"Вы смотрите шоу с детектором лжи «Тру ДЕТЕКТОР»! Шоу, в котором Кристи Крайм и её молчаливый друг приглашают в гости известных людей и задают им неудобные вопросы под пристальным взором полиграфа. В этом выпуске, в логово Кристи и Мистера Молчуна попал Влад Невский и его друзья. Раскрыл, что собирается выпускать собственные треки, а так же раскрыл некоторые секреты Дрим Тим. Что скрывают звёзды и их ближайшее окружение? Какие вопросы они зададут друг другу? И кто окажется самым лживым в компании? Все это узнаёте в шоу Тру Детектор!",Массовая культура: Юмор и сатира
1bd67fa7af55c97961534de842e3945e,BraapX в ГрандТуре «Байкальская миля 2021». Златоуст,Златоустовский машиностроительный завод,Транспорт: Автомобильные технологии: Информационно-развлекательные технологии
d8d14605a042a1d7d7c8493d7ca70e08,«МузЛофт - Подкаст» с Гузель Хасановой - 4 марта в 15:00,"Подписывайся, чтобы не пропустить!","Массовая культура, Музыка и аудио"
c037b00580b5fcd9b8b85f3c83b01591,Люди у которых клюет | Выпуск 22 | Крайняя рыбалка на жерлицы. Поиск щуки на пруду в марте,"Отправились на пруд половить щуку на жерлицы. Развели костёр и поели тушенку. Как ловить щуку в марте, смотрите в этом выпуске.",Спорт: Рыбалка
fbbd10e0e69381ef8d56896392eef543,Тот Самый Мент I Выпуск 74 I Начальник сделал предложение Оле ПДН,"Подписывайся на самое вкусное шоу на Rutube «Максим Народный» - / Вновь Максим Константинович в главной роли сериала «Тот самый мент» отправляется на приключения со своей дружной бригадой! Сегодня в гости к Начальнику придет Москвич, для того чтобы сделать нашего большого друга более популярным! Врубай видео!  По вопросам рекламы пишите на email  16+",Массовая культура: Юмор и сатира
44572fb5889226f533706a4cacf0d787,Абьюз-шоу | Выпуск № 1 часть 2I Фарида Алиева,"В этом выпуске героиня пройдет финальный этап - преображение. Давайте узнаем, чем закончилась эта история?  Смотри, ставь лайк, подписывайся","Массовая культура: Юмор и сатира, Семья и отношения"
628d4863d31c65a605519a24ec36c1fb,"МузЛофт-подкаст | Ирина Нельсон. Про Reflex, мантры и знакомство с президентом","Описание выпуска	К нам в гости заглянула очаровательная и неизменная солистка группы Рефлекс. Ирина рассказала про съемки клипа с футболистами, поездку в США и спела не только популярные хиты, но еще и… а вот что, смотрите в выпуске!  00:00 В этом выпуске 01:05 REFLEX - Non stop 04:34 Вопрос, который мучает Стаса Ярушина всю жизнь 05:26 Иосиф Пригожин, Вячеслав Тюрин и диван 05:33 Футболисты в клипе «Non stop» группы Рефлекс 06:33   Как Дмитрий Булыкин бесплатно в клипе снимался 08:47 Кто писал песни группе Рефлекс 09:23 Секрет песни «Потерянный рай» группы ТТ 10:27 ТТ - Потерянный рай 13:03 Подарки от Ирины Нельсон 13:20 Барак Обама, Ирина Нельсон и Барбара Боксер 15:58 О знакомстве с Дэнни Де Вито и его супругой 17:57 Irene Nelson - Sunrise 20:48 Irene Nelson - Escape 22:44 Станислав Ярушин знакомит со своим продюсером 23:46 Проверка на возраст Ярослава Ярушина (нет, не ошибка) 24:22 REFLEX - Люблю 28:40 Куда исчезала Ирина Нельсон из группы Рефлекс 29:49 Почему хиты группы Рефлекс становятся «вечными» 32:14 История пени «Люблю» 33:25 Фишка Ирины Нельсон 34:01 Песни «Потому что не было тебя» и «Первый раз» в лирическом исполнении 36:07 REFLEX - Танцы (цыганский романс) 40:32 Отношение Ирины Нельсон к современным исполнителям 41:23 Мантры, веды, любовь и творчество 43:51 Мантра «Om Eim Saraswatyei Namaha» (мантра Сарасвати) 46:12 Мантра «Om Gam Ganapataye Namaha» (мантра Ганеше) 49:07 С чего начался творческий путь солистки группы REFLEX 51:18 Ella Fitzgerald - Summertime 54:02 Ирина Нельсон - Down by the Riverside 56:30 Проект Диана 58:40 Кто чем приторговывал 01:02:12 REFLEX - Сойти с ума","Музыка и аудио: Комедия и стендап (Музыка и аудио), События и достопримечательности: Концерты и музыкальные мероприятия"
91abdb8057dbe7cd02a524cba60e5a6f,Чувство страха [Трейлер],"Известный российский блогер, певица и актриса Карина Кросс встретится с 10 незнакомцами, у каждого из которых есть особенная фобия. Звезде нужно отгадать, кто и чего боится… Иначе ей придется встретиться со своим страхом лицом к лицу. По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
476ff4965bb738733c12ac044ea155d3,Лесенка знаний: мастерство I 7 серия I Токарь,"Лиза и Артур не могут сыграть в шахматы, потому что одна фигура потеряна. Ситуация кажется неразрешимой, но Петр 1 знакомит детей с искусством токаря и вытачивает им деревянного слона.","Фильмы и анимация: Семейные и детские фильмы, Фильмы и анимация: Фильмы и анимация "
f5062f0bf5b29ae410520d511c008a6e,МАКСИМ НАРОДНЫЙ Выпуск №68 ГОТОВИМ С ЭКС-РЕЗИДЕНТОМ COMEDY CLUB ГАРОМ ДМИТРИЕВЫМ,"В новом выпуске Максим и Гар Дмитриев готовят креветки в необычном остром соусе. Данный рецепт прекрасно подойдёт как закуска, и сможет удивить всех гостей.  По вопросам рекламы пишите на email  16+","Массовая культура, Еда и напитки: Кулинария"
f73973663b9369f780a1a61e39cc5b56,Kids кухня | Выпуск 1 | Анна Хилькевич с племянником Савелием,В гостях у Марии Перышкиной и ее сына - актриса Анна Хилькевич со своим племянником. Чем же дети сегодня порадуют взрослых?,"Массовая культура, Еда и напитки: Кулинария"
10301c4103e9ec96d020d11ff0b04f67,МузЛофт-концерт | Хижина Музыканта & Квашеная. Лучшие музыкальные стримеры России. Песни по заявкам,"Оплата по QR-коду или в одно касание смартфоном? Скачивайте приложение СБПэй и оплачивайте покупки быстро и удобно:    Уникальный концерт, в котором встретились два самых популярных стримера. Ребята поделились планами на Новый год и спели множество «народных» хитов, чтобы у вас было подо что нарезать салаты.  00:00 В этом выпуске 01:17 «А снег идет», а мы начинаем 04:11 Стекловата – Новый год 07:09 Звенит январская вьюга из к/ф «Иван Васильевич меняет профессию» 09:04 Песенка о медведях из к/ф «Кавказская пленница» (Где-то на белом свете) 11:09 Почему нет современных новогодних хитов? 12:05 Arslan - Новогодняя 13:52 Frank Sinatra - Let it snow 14:56 Как будут встречать новый год Квашеная и Арсланов 15:56 Самый грустный новый год Стаса Ярушина 16:28 Король и Шут – Кукла колдуна (кавер) 19:36 Юрий Лоза – Веселье новогоднее 21:43 Достижения гостей в этом году 23:31 Саша Квашеная - Райская Птичка 25:50 Arslan - Беззаботное лето 27:07 История дуэтной песни 29:23 Квашеная признается в социофобии 30:25 Хижина Музыканта, Квашеная - У подъезда твоего 34:07 Составляем новогодний плейлист 34:56 Салатная песня. Импровизация 36:37 Под какую песню нужно чистить селедку 36:53 Ленинград – Рыба моей мечты 37:49 Сергей Трофимов – Город Сочи 38:08 Продолжаем подбирать песни к новогодним ситуациям 39:06 Если у вас нету тёти из к/ф «Ирония судьбы, или С лёгким паром!» 40:53 Макс Корж – Жить в кайф 42:24 «Кабы не было зимы» из м/ф «Простоквашино» 43:43 ABBA - Happy New Year 45:23 Телевизор или интернет. Где лучше? 46:19 Квашеная не прошла кастинг в шоу Голос 47:43 Переходим в формат музыкального стрима или концерт по заявкам 48:48 Саша Квашеная - Давным-давно 50:35 Arslan - Не влюбляйся 53:55 Ярушин психанул 55:08 Три белых коня из телефильма «Чародеи» 57:02 Би-2 - Мой рок-н-ролл 01:00:20 Глюк'oZa - Снег Идёт 01:01:54 Мечты подписчиков 01:03:01 Исполняем мечту Александры Харазьян 01:04:03 Beyonce - Listen 01:07:10 Новогодние поздравления от Саши Капустиной, Раиля Арсланова и Стаса Ярушина 01:09:30 Песня о снежинке из фильма «Чародеи» (Пока часы двенадцать бьют)","Музыка и аудио: Комедия и стендап (Музыка и аудио), События и достопримечательности: Концерты и музыкальные мероприятия"
f0405a36429b3211cb199ae7bfc8fc3e,Женсовет | Выпуск 23 | Звезды подскажут! Стоит ли верить астрологии?,"Асцендент и натальная карта — уже хорошо знакомые нам слова. Но почему нам так нравится узнавать информацию о себе из астрологии? В новом выпуске «Женсовета» мы пригласили астролога, у которой узнали, действительно ли можно доверить жизнь звездам и что делать, если новый возлюбленный оказался скорпионом.",Религия и духовность: астрология
76ec80b7a2aafcf5a33b61cc9c298cb2,LocatiON |Звонкий - Люди-птицы,Артист Звонкий чувственно исполняет песню «Люди-птицы» на песке вокруг костров. После клипа артист даёт небольшое интервью о своём творчестве.,Музыка и аудио: Поп-музыка
c477b6170b5991c1550032c394d93fd0,Артмеханика. Интервью с Евгением Чесом.,Куда приведет тенденция к тотальной кастомизации? Скрытый фэшн от Жени Чеса.,"Массовая культура, Карьера"
8495d6aa78ecfca4f4619b52507a482d,Ташэ про выставку | Выпуск 2 | Выставка «История российского дизайна» (Новая Третьяковка),"Выставка «История российского дизайна» отражает главные переломные моменты в культуре изготовлении вещей для людей. Начиная от авангардистских концептов одежды, автомобилей будущего, заканчивая проектами необычных умывальников и светильников. 100 лет дизайна – как он повлиял на нас, пришли ли мы к удобным вещам, и были ли те яркие концепты удобны с точки зрения UX?","Путешествия, События и достопримечательности: Исторические места и достопримечательности"
c3d03e0e9d1ca8ed1044f4c4b68c6fd5,PykoJob | Выпуск 13 | Комната для работы и отдыха,"В новом выпуске Алиса и Наташа берут на себя новый челлендж - пркобразить маленькую комнату, заставленную лишней мебелью. Добавим к этому обои из 2000-х, и задача становится еще сложнее. К счастью, у девчонок есть несколько идей, как справиться с ней быстро и креативно.",Дом и сад: Дизайн интерьера
f81df1b566b74b7c586e29306624e132,Один выходной | Сезон 2 | Выпуск 5 | Выставки для детей,"Сегодня Ташэ посетит выставки для детей. Для этого она отправится на разные необычные выставки, где можно познакомиться с ярким творчеством, которое любят дети, подростки и не только. И, как всегда, сделает это за деньги и бесплатно. По вопросам рекламы пишите на email","События и достопримечательности, Хобби и интересы: Мастер-классы"
f95d3136cb54920f263e065b84741b2c,Сколько Стоит Тачка: Кирилл Warpath – Батя Тесел!,"В этом выпуске вы узнаете, на чем ездит блогер и самый большой фанат электрокаров  – Кирилл Warpath. Смотри и делись своим впечатлением в комментариях под видео! По вопросам рекламы пишите на email","Карьера, Личные финансы, Массовая культура"
8dca1eb89d5b2ec47419f7cd463221d7,Женсовет I Выпуск 14 I Есть ли жизнь после развода?,"Чаще для женщины развод становится более тяжелым испытанием, чем для мужчины. Иногда из-за финансовой или эмоциональной зависимости, иногда из-за клеймо «разведенка». В нашем обществе условно принято, что «развод» — это нечто плохое, то, чего нужно избегать. Будто находиться в несчастливом браке лучше, чем разводиться. В новом выпуске «Женсовета» мы рассказываем истории развода с счастливым концом и обсуждаем, как пережить это событие.",Семья и отношения: Брак и гражданские союзы
8769ca8f5a3e0f53ff89c19e98392d76,"Мама 21 века| 2 сезон, 5 выпуск | Льготы для многодетных семей",Многодетным семьям в России оказывается поддержка во многих областях.  На какие именно льготы они могут рассчитывать и в каком размере? Об этом в сегодняшнем выпуске “Мама 21 века” расскажет Марина Дворникова.,"Семья и отношения, Личные финансы: Финансовая помощь: Государственная поддержка"
d695f3f76512d56788f8c5d2096ccec5,Артмеханика. Как носить яркое,Как носить яркие вещи и не выглядеть странно. Рассказывает модельер Анна Саркисян Полную версию выпуска об эволюции модного образа смотрите тут ,"Карьера, Стиль и красота"
2762e778b3a9519732cd3fcf655c2b2d,Варя в космосе | Выпуск 7 | Слияния скоплений,"В свежем выпуске новостей вы узнаете: как образуются петли на Солнце, что управляет слиянием галактик, какие звезды хотят выглядеть моложе. Вы увидите свежие фотографии космический аппаратов и прямо с других планет!",Наука: Космос и астрономия
f81bccf523806ad556d157c090cd95e4,Артмеханика. Концерт. Свят.,Артмеханика. Концерт. Свят.,"Массовая культура, События и достопримечательности	Концерты и музыкальные мероприятия"
8babe9f02dea9b8a6b0b325448d50f9b,"Punch Box. 3 сезон, 4 серия. Алекс Кардо vs Константин Иванов","Punch Box — бои в формате POP MMA где в вместо ринга бойцы сражаются в красной телефонной будке! В этом выпуске, Алекс Кардо и Константин Иванов попробуют поместиться в нашу телефонную будку, кто же первым позвонит в травмпункт? Узнаете в этом выпуске! 18+","Массовая культура, Спорт: Борьба"
223beb3f642faf0ffd4c54c6cf099001,CARJITSU. 2 серия. Полное-ТВ - Пельмень. Джиу-джитсу в машине.,"Это спортивно-развлекательное шоу про борьбу в автомобиле, которое впервые проводится в России! Противостояние самого популярного в мире мастера по ударам, по пощёчинам Василия Камоцкого против одного самого тяжёлого блоггера в РФ Гриши Полное ТВ. Мощная борьба в автомобиле!","Спорт: Борьба, Массовая культура"
5798c68978943ed7900de49f733913ec,Лесенка знаний: мастерство I 4 серия I Часовщик,"Макс сломал мамины настенные часы с кукушкой. Артур не может помочь починить часы. Он отправляет Лизу и Макса в прошлое, когда зарождалась профессия Часовщика. В прошлом Петр 1 научит детей чинить механические часы и откроет тайны мастерства часовщика.","Фильмы и анимация: Семейные и детские фильмы, Фильмы и анимация: Фильмы и анимация "
4cddc31e4e952b57e4212915e97c1045,Антон Протеинов I #19 I Как ворваться на ринг,"Сейчас очень многие звёзды шоу бизнеса вызывают друг друга на бой, чтобы получить хайп. Антон Протеинов не стал исключением. В этом выпуске легенда спорта расскажет, как готовится к таким боям.",Массовая культура: Юмор и сатира
f9e18003e113288a9035e9c5c409dab0,Пацанский клининг. Шоу «ЧистоТачка» | Тачка Земы  | Выпуск 25,Тяпе и Егору предстоит превратить легендарную тачку из культового пацанского сериала в «ЧистоТачку».,Массовая культура: Юмор и сатира
12ed5a6ab684e30de9f583c14effc2d9,"СarJitsu. 3 сезон, 2 серия. Ушу Мастер vs Максим Намитов","CarJitsu — бои в формате POP MMA, где вместо ринга бойцы сражаются в салоне автомобиля.  В этом выпуске Ефимов Андрей (Ушу Мастер) и Намитов Максим! Узнайте, осталось ли что-то от машины, в которой они встретились!  По вопросам рекламы пишите на email","Спорт: Борьба, Массовая культура"
d5175868ec6783c321e51763bc910cfe,Артмеханика. Саба Джанджгава и его сладкое дело. Интервью.,У кого получаются лучшие торты? Почему кондитерское искусство стало мейнстримом в последние годы?  Об этом нам расскажет Шеф-кондитер и основатель популярного эклерного бутика в Австралии Саба Джанджгава.,"Массовая культура, Карьера"
050066643aa2aa369216ff6e615d683d,История быта I Выпуск 6 I Успех полиэтилена,"Мы используем примерно 5 триллионов пластиковых пакетов… в год! Это 160 000 в секунду! И более 700 в год на каждого человека на планете. Кажется, этот предмет заслуживает отдельного внимания. Сколько на самом деле лет разлагается пластик? И чем отличается от целлофана? Включайте выпуск “История быта”. По вопросам рекламы пишите на email",Наука: Окружающая среда
61f4f59c097f6ddce213833f5e1bc52c,Антон Протеинов I #24 I Что ты должен знать о брейкдансе,"В этом выпуске легенда спорта расскажет всё про танцы. Ведь танцы – это тоже спорт. Антон Протеинов разберет все элементы брейкданса, продемонстрирует свои умения в танцевальном батле и объяснит, почему этот вид танца можно считать самым спортивным.",Массовая культура: Юмор и сатира
9afea8dbd8a072961d67e2b83e3540d2,«МузЛофт - Подкаст» с Прохором Шаляпиным - 22 апреля в 15:00!,"Подписывайся, чтобы не пропустить!","Музыка и аудио: Разное (Музыка и аудио), Массовая культура"
17ae54181c22e2e235e69e96ff93770d,"Неудобный стендап | Сезон 3 | Выпуск 1 | Кафьян, Старун, Скорик","Комики Самвел Кафьян, Павел Старун и Настя Скорик выступят с своим стендапом в неподходящих для этого местах – на рынке, у метро и на территории элитного ЖК. Кто заработает больше чаевых от случайных зрителей, выиграет 10 000 рублей! По вопросам рекламы пишите на email",Массовая культура: Юмор и сатира
85078e687c511bd7f2aa9e43d0b96735,Оказание Первой Помощи. КРОВОТЕЧЕНИЕ,"Сегодня вы узнаете, как оказывать первую помощь при кровотечении.. По вопросам рекламы пишите на email",Образование: Онлайн-образование
862560fafa172a0a774a9070c53165df,ШЕФ | Выпуск 8 | Свиные рёбра в соусе вишнёвый барбекю,"В этом выпуске Шеф, Павел Коклюшкин приготовит свиные рёбра в вишнёвом соусе барбекю, расскажет какие ещё соусы можно сделать к рёбрышкам и всё это – на обычной домашней кухне. По вопросам рекламы пишите на email","Еда и напитки: Кулинария, Еда и напитки: Барбекю и гриль"
